# command:    /groups/eddy/home/nawrockie/1.0-branch-infernal/src/mpi-cluster-execs/cmsearch --tabfile s5v.5g.tab 5.cm 5genomes.fa
# date:       Sun Aug 23 21:02:52 2009
# num seqs:   6
# dbsize(Mb): 29.988372
#
# Pre-search info for CM 1: 5_8S_rRNA
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -    2719.607     6.00   0.0200  00:10:01.73
#   2   cm  cyk  loc  1e-10     100.000     5.47   0.0007  00:05:31.10
#   3   cm  ins  loc  1e-15       1.000    14.30  4.9e-06  00:00:57.08
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:16:29.92
#
#
# CM: 5_8S_rRNA
#                                         target coord   query coord                         
#                               ----------------------  ------------                         
# target name                        start        stop  start   stop    bit sc   E-value  GC%
# ----------------------------  ----------  ----------  -----  -----  --------  --------  ---
  gb|AE001363|AE001363             1175863     1175944      1     71     55.06  1.11e-10   52
  gb|AE001363|AE001363              672236      672318      1     71     54.29  1.81e-10   53
  gb|AE001363|AE001363              739403      739486      1     71     49.17  4.77e-09   48
  gb|AE001363|AE001363              807413      807341      1     71     72.67  1.44e-15   58
  gb|AE001363|AE001363              269065      268992      1     71     70.80  4.77e-15   50
  gb|AE001363|AE001363              269142      269070      1     71     68.52  2.05e-14   48
  gb|AE001363|AE001363              961607      961536      1     71     68.37  2.25e-14   58
  gb|AE001363|AE001363               87522       87450      1     71     68.21  2.50e-14   59
  gb|AE001363|AE001363              293477      293405      1     71     67.31  4.44e-14   47
  gb|AE001363|AE001363              164389      164318      1     71     63.53  4.95e-13   56
  gb|AE001363|AE001363             1030603     1030533      1     71     63.46  5.18e-13   63
  gb|AE001363|AE001363             1000022      999949      1     71     62.31  1.08e-12   62
  gb|AE001363|AE001363             1137462     1137389      1     71     61.95  1.37e-12   49
  gb|AE001363|AE001363              786780      786708      1     71     59.69  5.77e-12   52
  gb|AE001363|AE001363              631445      631373      1     71     58.58  1.17e-11   55
  gb|AE001363|AE001363             1230028     1229942      1     71     55.96  6.25e-11   51
  gb|AE001363|AE001363              293399      293317      1     71     54.65  1.44e-10   54
  gb|AE001363|AE001363              708441      708354      1     71     54.19  1.94e-10   55
  gb|AE001363|AE001363              715971      715889      1     71     53.96  2.24e-10   52
  gb|AE001363|AE001363              626987      626901      1     71     53.11  3.86e-10   57
  gb|AE001363|AE001363              680259      680178      1     71     44.75  8.03e-08   55
#
# Post-search info for CM 2: tRNA
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1   cm  cyk  loc  1e-10    2585.417     3038    0.0258   0.0303
#   2   cm  ins  loc  1e-15       1.000      321   2.3e-06   0.0008
#
# expected time    actual time
# -------------  -------------
#   03:11:43.41    02:45:04.00
#
# Pre-search info for CM 3: U12
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -    8986.976     3.50   0.1271  00:09:15.22
#   2   cm  cyk  loc  1e-10     225.602     5.31   0.0032  01:14:54.49
#   3   cm  ins  loc  1e-15       1.000    14.05  4.9e-06  00:09:06.65
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  01:33:16.37
#
#
# CM: U12
#                                         target coord   query coord                         
#                               ----------------------  ------------                         
# target name                        start        stop  start   stop    bit sc   E-value  GC%
# ----------------------------  ----------  ----------  -----  -----  --------  --------  ---
  gi|71143482|gb|CP000083.1|       5014757     5014628      1    150     16.42  1.93e-01   44
  gi|20806542|ref|NC_003869.1|      369309      369409      1    150     18.56  4.34e-02   35
  gi|20806542|ref|NC_003869.1|      627552      627441      1    150     17.53  8.92e-02   41
  AE003852                          666187      666308      1    150     18.61  4.20e-02   42
  AE003852                         1202276     1202403      1    150     16.56  1.75e-01   53
  AE003852                         1054766     1054900      1    150     14.79  5.98e-01   38
  AE003852                         1766430     1766570      1    150     14.69  6.41e-01   44
  AE003852                         1239954     1239834      1    150     17.38  9.91e-02   53
  AE003853                          688003      688100      1    150     19.80  1.83e-02   39
  AE003853                          984886      985000      1    150     17.46  9.35e-02   51
  AE003853                          167903      167730      1    150     15.67  3.25e-01   43
  AE003853                          652848      652705      1    150     15.25  4.34e-01   40
  H.pylori_genome                   295901      296061      1    150     17.43  9.51e-02   50
  gb|AE001363|AE001363             1204057     1204206      1    150     18.41  4.82e-02   40
#
# Post-search info for CM 3: U12
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -    8986.976     2795    0.1271   0.0394
#   2   cm  cyk  loc  1e-10     225.602       76    0.0032   0.0013
#   3   cm  ins  loc  1e-15       1.000       14   4.9e-06  6.1e-05
#
# expected time    actual time
# -------------  -------------
#   01:33:16.37    00:29:48.00
#
# Pre-search info for CM 4: Hammerhead_3
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -    8872.760     5.53   0.0843  00:03:30.98
#   2   cm  cyk  loc  1e-10     254.425     9.81   0.0024  00:19:57.84
#   3   cm  ins  loc  1e-15       1.000    19.32  1.8e-06  00:03:35.04
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:27:03.87
#
#
# CM: Hammerhead_3
#                                         target coord   query coord                         
#                               ----------------------  ------------                         
# target name                        start        stop  start   stop    bit sc   E-value  GC%
# ----------------------------  ----------  ----------  -----  -----  --------  --------  ---
#
# Post-search info for CM 4: Hammerhead_3
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -    8872.760     4825    0.0843   0.0453
#   2   cm  cyk  loc  1e-10     254.425       98    0.0024   0.0010
#   3   cm  ins  loc  1e-15       1.000        0   1.8e-06  0.0e+00
#
# expected time    actual time
# -------------  -------------
#   00:27:03.87    00:11:20.00
#
# Pre-search info for CM 5: RNaseP_bact_b
#
#                                  cutoffs            predictions     
#                            -------------------  --------------------
# rnd  mod  alg  cfg   beta     E value   bit sc     surv     run time
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
#   1  hmm  fwd  loc      -    1205.958     5.25   0.0200  00:22:31.16
#   2   cm  cyk  loc  1e-10     100.000     5.61   0.0017  00:26:43.77
#   3   cm  ins  loc  1e-15       1.000    11.72  1.1e-05  00:09:58.22
# ---  ---  ---  ---  -----  ----------  -------  -------  -----------
# all    -    -    -      -           -        -        -  00:59:13.16
#
#
# CM: RNaseP_bact_b
#                                         target coord   query coord                         
#                               ----------------------  ------------                         
# target name                        start        stop  start   stop    bit sc   E-value  GC%
# ----------------------------  ----------  ----------  -----  -----  --------  --------  ---
  gi|71143482|gb|CP000083.1|       4670429     4670011      1    365     44.60  6.29e-12   49
  gi|20806542|ref|NC_003869.1|     1699439     1699100      1    365     45.31  3.60e-12   60
  H.pylori_genome                   629823      630126      1    365     42.99  2.21e-11   43
#
# Post-search info for CM 5: RNaseP_bact_b
#
#                              number of hits       surv fraction  
#                            -------------------  -----------------
# rnd  mod  alg  cfg   beta    expected   actual  expected   actual
# ---  ---  ---  ---  -----  ----------  -------  --------  -------
#   1  hmm  fwd  loc      -    1205.958      631    0.0200   0.0148
#   2   cm  cyk  loc  1e-10     100.000        9    0.0017   0.0002
#   3   cm  ins  loc  1e-15       1.000        3   1.1e-05  3.5e-05
#
# expected time    actual time
# -------------  -------------
#   00:59:13.16    00:42:18.00
